"biomass_sel_ton","year","age","number_sel_thou"
1040.79540216984,2008,7,12364.9559330048
670.085979607762,2008,8,5432.13328631907
346.477538774467,2008,9,2218.84093601524
2242.72281093001,2008,10,8384.58443221512
36.1505300279489,2009,2,2491.92508086354
72.1179305631757,2009,3,3787.3947206374
121.408827595281,2009,4,5162.22964433357
240.611316526361,2009,5,6464.66738709726
404.164197654722,2009,6,9890.40066335168
1871.79510826092,2009,7,33139.4612466872
1643.74561239799,2009,8,18572.7212929743
754.973565630017,2009,9,6026.9145261654
2533.26058817103,2009,10,10349.4622126845
22.2874905123568,2010,2,1614.62778732714
44.1793706482648,2010,3,2398.46441461803
65.8743861995207,2010,4,2553.69882808888
146.575541955545,2010,5,4689.28761009156
229.431461740297,2010,6,6164.66386771617
441.829155829857,2010,7,9274.43980938004
2098.81677396263,2010,8,32607.1697904724
1668.65403319164,2010,9,18183.3302223414
4287.89987669097,2010,10,20814.9347036231
16.5153666936117,2011,2,1401.66745654615
20.2273055371706,2011,3,1195.59116772688
23.3315894918907,2011,4,1089.46893196283
51.2367472071918,2011,5,1795.12595796433
79.5571666034689,2011,6,2386.28703814778
177.512102992963,2011,7,4411.43402815271
507.959757347149,2011,8,9161.19280172581
2462.63197235953,2011,9,34302.7924064949
4581.75203730407,2011,10,25565.9997958786
27.888647382109,2012,2,2936.96261653799
20.5327884969086,2012,3,1306.03874843244
22.9527273973797,2012,4,783.627277233791
41.4262479717768,2012,5,1326.86135024243
107.094366952936,2012,6,2811.24873003639
107.199288935426,2012,7,2486.71707409595
196.521594705584,2012,8,3800.67091460497
496.094827484329,2012,9,7480.06831353584
6820.31720819939,2012,10,52984.0020918088
32.5953910604828,2013,2,3357.69553550555
18.828439323771,2013,3,1227.10425376142
20.539128262713,2013,4,891.068971631791
55.8693811090367,2013,5,1655.75347169632
83.0236827502582,2013,6,2086.69034844895
65.0332234904721,2013,7,1557.33430243896
79.9450044911738,2013,8,1632.39436362873
257.914882453654,2013,9,4466.90114867203
7618.50391773659,2013,10,60726.5455215644
65.811917459468,2014,2,6079.8960112099
57.4600002640515,2014,3,3735.76434542564
31.0334064040219,2014,4,1387.2839712462
18.7741956009055,2014,5,651.18508487987
26.8951241259285,2014,6,713.976822681169
37.4022821543145,2014,7,952.611132786638
60.9833178659493,2014,8,1257.21939967
125.61020048977,2014,9,2504.50146757507
10266.1845939691,2014,10,72770.7864177701
55.8117442648013,2015,2,5012.52686917128
55.4350841109085,2015,3,3758.41918714814
48.8698460281622,2015,4,2274.8595414421
36.9650671774444,2015,5,1344.57369818277
20.5335712037694,2015,6,567.549770797426
17.609653752703,2015,7,448.506113614456
28.7863055863625,2015,8,640.457115521009
72.3190612161324,2015,9,1357.9180416677
12027.4436098023,2015,10,83502.0835038073
101.818266384918,2016,2,7629.85339523494
129.368151266429,2016,3,8304.08284379868
159.566937889863,2016,4,7431.28174636368
75.2074709291306,2016,5,2797.80014906727
60.344210684395,2016,6,1742.86184414978
46.8319623437779,2016,7,1192.77878592714
70.0103349222195,2016,8,1516.50539909463
72.0072060394613,2016,9,1319.18535651985
10853.0235640625,2016,10,77316.118660091
30.1774469590133,2017,2,2636.96192799469
32.1116420186355,2017,3,1984.26457324191
108.335349576003,2017,4,5394.19446521942
59.8857378078752,2017,5,2446.07882140087
38.8490242623843,2017,6,1318.40189881367
62.2100296073577,2017,7,1653.31245988621
50.8942357302718,2017,8,1165.71730114138
101.928008785209,2017,9,1615.59140579242
10577.5253367529,2017,10,69839.2598085413
9.64675707481585,2018,2,1329.77976747216
17.3350295629602,2018,3,1125.83337814197
34.2183563253348,2018,4,1998.4019793097
54.0095496241745,2018,5,2490.33565079846
81.3481019776174,2018,6,2453.99941755748
100.815450388414,2018,7,2555.35073179285
139.247745410864,2018,8,2439.9821715422
256.767002744688,2018,9,3665.49404314448
9203.25225965449,2018,10,55919.9412020069
11.6011574328789,2019,2,1280.54117474719
20.8312292724046,2019,3,1429.20631298993
23.4498760191463,2019,4,1220.75749695352
25.4767224636861,2019,5,1061.91358625933
33.5845235735024,2019,6,1073.01569996367
40.3350054329933,2019,7,1243.31589661529
65.7352508922053,2019,8,1816.26310745298
80.2730734458828,2019,9,1581.63606593785
12326.923603591,2019,10,75773.066194607
6.85511346215,2020,2,742.429626761158
22.3048508804009,2020,3,1794.186903621
9.58964997114007,2020,4,509.85402792207
29.4837569365159,2020,5,1207.59219958832
24.7835331596494,2020,6,779.023529008674
56.3239402321594,2020,7,1338.73345555909
410.258770239273,2020,8,7878.60731974179
274.09844219638,2020,9,4750.11958356688
12060.4689472316,2020,10,68910.5954868842
